gene,rho_vs_stage,p,q,is_signature
AP001972.3,-0.07806514792898757,0.6102479246679648,0.9533720954012839,False
RHBG,0.07800678487116673,0.6105157833906157,0.9535925949750192,True
AC010327.5,0.07800484205126326,0.6105247008768576,0.9535925949750192,False
SP4,-0.07801740765710312,0.6104670261012372,0.9535925949750192,False
SLC37A3,0.07801740765710312,0.6104670261012372,0.9535925949750192,False
AC069366.2,0.07796663705431468,0.610700072015478,0.9538170444894546,False
PKN2,-0.07794476575053226,0.6108004768406626,0.9538254672306459,False
TATDN3,0.07794476575053226,0.6108004768406626,0.9538254672306459,False
AC003681.1,-0.07794476575053226,0.6108004768406626,0.9538254672306459,False
AC125603.1,-0.0779238462889061,0.610896518640709,0.9539259839219284,False
GSK3A,-0.0778721238439614,0.6111340054710375,0.9540603635629348,False
P4HTM,-0.07787468892866141,0.6111222267946057,0.9540603635629348,False
ATG2B,-0.0778721238439614,0.6111340054710375,0.9540603635629348,False
OGT,0.0778721238439614,0.6111340054710375,0.9540603635629348,True
AC124290.1,0.07787060759460503,0.6111409680199269,0.9540603635629348,False
IDI2,-0.07785554634369687,0.6112101304484154,0.9541188772464069,False
AC099684.3,-0.07781958227149056,0.6113752937791682,0.9541746149589749,False
PRKG1,0.07779948193739054,0.6114676119370527,0.9541746149589749,False
AC092118.2,0.07781569495413487,0.6113931472455852,0.9541746149589749,False
SLC25A20,-0.07779948193739054,0.6114676119370527,0.9541746149589749,True
C21orf91,0.07780973422470361,0.6114205238024756,0.9541746149589749,False
AL355076.2,0.07781902775385674,0.611377840524929,0.9541746149589749,False
AC091868.2,0.07783632829699969,0.6112983860623017,0.9541746149589749,False
ZNF207,0.0777268400308197,0.6118012961833548,0.9545963960809292,False
ARMC8,-0.0777268400308197,0.6118012961833548,0.9545963960809292,False
AC011479.3,0.07771864371213548,0.611838951265602,0.9545982964751955,False
LIMS1-AS1,0.07770587748809796,0.6118976031295829,0.9545982964751955,False
CNTNAP5,0.07771088233237657,0.6118746090871305,0.9545982964751955,False
BARX2,0.07767860524067344,0.6120229080575946,0.9547443241464092,False
AL354754.1,0.07766552812605595,0.6120829959856365,0.954788604656312,False
BX004807.1,-0.07757302304039315,0.6125081187228367,0.9548088515308321,False
AC092661.1,-0.07764687387773629,0.6121687145968064,0.9548088515308321,False
AL136162.1,-0.07757370681407669,0.6125049758636085,0.9548088515308321,False
AL117382.1,-0.07762043388085328,0.6122902184730964,0.9548088515308321,False
AC010491.2,-0.07757857253293364,0.6124826115433601,0.9548088515308321,False
GABPB1-AS1,0.07758155621767798,0.6124688977951801,0.9548088515308321,False
MZT1,-0.07759830983781514,0.6123918964725779,0.9548088515308321,False
OGDH,0.07758155621767798,0.6124688977951801,0.9548088515308321,False
CNGA1,-0.07758155621767798,0.6124688977951801,0.9548088515308321,False
AC004854.2,0.07758914556866406,0.6124340158634638,0.9548088515308321,False
BMP5,0.07759605059696888,0.6124022799298097,0.9548088515308321,False
CCSER1,0.07758411173116642,0.612457152131397,0.9548088515308321,False
PLCB1,-0.07765419812424884,0.6121350581545448,0.9548088515308321,False
ELOVL6,-0.07750891431110712,0.6128028150497725,0.9548234456440581,False
VCPKMT,-0.07750891431110712,0.6128028150497725,0.9548234456440581,False
GPRC5C,0.07750891431110712,0.6128028150497725,0.9548234456440581,True
ZFAS1,0.077519128307898,0.6127558590925576,0.9548234456440581,False
DRD2,0.07755612723065913,0.6125857798645521,0.9548234456440581,False
CEMIP,-0.07753445687707025,0.6126853932151551,0.9548234456440581,False
GUCY2F,0.0775294603314365,0.6127083621010054,0.9548234456440581,False
MED27,-0.07750891431110712,0.6128028150497725,0.9548234456440581,False
DYRK1B,-0.07751146743179266,0.6127910776568265,0.9548234456440581,False
GIPC3,0.07748925828504867,0.6128931823767851,0.9548760522686524,False
STRIT1,-0.07748777782588197,0.612899988923376,0.9548760522686524,False
